uid,歯科医院名,医院HPのリンク,記事地域名１,表側矯正,裏側矯正,インビザライン,キレイライン矯正,種類が不明な場合,種類①,種類①の費用,種類②,種類②の費用,種類③,種類③の費用,種類④,種類④の費用,キャッチコピー（15~30字）,見出し1（10〜30字）,文章1（100〜150字）,見出し2（10〜30字）,文章2（100〜150字）,見出し3（10〜30字）,文章3（100〜150字）,メモ,口コミ①（30~70字）,口コミ①の引用元,口コミ①の引用リンク,口コミ②（30~70字）,口コミ②の引用元,口コミ②の引用リンク,1枚目のリンク,2枚目のリンク,3枚目のリンク,4枚目のリンク,院長写真のリンク,院長名,院長紹介文,院長紹介文URL,現金,クレジットカード,デンタルローン,銀聯,電子マネー,銀行振込,最寄り駅 最寄り駅からのアクセス,駐車場の有無・駐車可能台数,午前診療時間,午後診療時間,月曜午前,月曜午後,火曜午前,火曜午後,水曜午前,水曜午後,木曜午前,木曜午後,金曜午前,金曜午後,土曜午前,土曜午後,日曜午前,日曜午後,祝日午前,祝日午後,補足の文章,PlaceID,備考,CTA,clinic_name_romaji,doctor_name_romaji,shortcode,サブディレクトリ契約中,送客契約中,KL提携
1,稲垣歯科,http://www.inagaki-dent.com/menu06/,小牧,"330,000～550,000",,,,,小児矯正,"110,000～220,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,記載,記載,9:30～12:30,14:00～19:00,●,●,●,●,●,●,ー,ー,●,●,●,★,ー,ー,ー,ー,★：14:00～17:30,ChIJdY3TNZ9yA2ARUYJgfF0otfI,,,inagakishika,,"<!-- wp:shortcode -->
[show_clinic_db table_id='1' row_id='622']
<!-- /wp:shortcode -->",,,
1,ピースデンタルクリニック河内松原駅,https://www.kawachi-matsubara-peeth.jp/,松原,,,"759,000",23.1〜41.8万円,,,,,,,,,,今まで治療が始められなかった方にも！リーズナブルな矯正治療,リーズナブルな価格設定,気になる部分だけのマウスピース矯正や噛み合わせを考慮したマウスピース矯正、矯正治療後の後戻りの部分矯正など目的に応じた矯正方法を選択することができます。明瞭な価格設定があるため予算やライフプランに合わせた選択が可能です。支払い期間や月額費用を選択することができるため、安心して治療を開始できます。,駅ナカにある通いやすい歯科医院,近鉄南大阪線河内松原駅の改札を出てすぐのコンコース2Fにあり通いやすさは抜群です。駅ナカという好立地のため雨に濡れず、お仕事帰りやお買い物ついでにも寄ることが可能です。WEB予約可能で平日は19時まで、土曜日も診療をしています。,シミュレーションによるイメージしやすい治療方針,口腔内スキャナーのiTeroを導入しているため、従来よりも精度の高い型取りができます。数分でモニター上の現在の歯並びを確認することができ、治療後の歯並びのイメージもその場で見ることができるため、治療効果がイメージしやすいです。,,アットホームな感じの雰囲気でスタッフさんたちも優しく、丁寧に診てもらってありがとうございます。,Googleマップ,https://g.co/kgs/L9XKYh,いつも親身になって相談にものって頂けるので安心して通わせて頂いています。,Googleマップ,https://g.co/kgs/Xovmvj,https://www.kawachi-matsubara-peeth.jp/wp-content/themes/kawachimatsubara/img/sub/clinic/014.jpg,https://www.kawachi-matsubara-peeth.jp/wp-content/themes/kawachimatsubara/img/sub/clinic/018.jpg,https://www.kawachi-matsubara-peeth.jp/wp-content/themes/kawachimatsubara/img/sub/clinic/003.jpg,https://www.kawachi-matsubara-peeth.jp/wp-content/themes/kawachimatsubara/img/sub/clinic/019.jpg,https://www.kawachi-matsubara-peeth.jp/wp-content/themes/kawachimatsubara/img/doctor/dr02.png,松枝一成,はじめまして。院長の松枝一成です。口元の美しさは気持ちを明るくさせ、人から好印象を持たれ、それは自信につながります。当院の幅広い自由診療と温かい雰囲気で、気兼ねなく受診いただき「来てよかったな」と思われる医院になれるよう、日々誠実な診療を心がけ、お待ちしております。,https://www.kawachi-matsubara-peeth.jp/greeting/,あり,不明,あり,不明,不明,不明,近鉄｢河内松原｣駅 コンコース2F,記載なし,10:00～14:00,15:00～19:00,●,●,●,●,●,●,―,―,●,●,●,●,―,―,―,―,,ChIJb_SnHVzZAGARXVET3kKEWN4,,peeth_kawachimatsubara,piisu-dental-clinickawauchimatsubaraeki,matsuekazunari,"<!-- wp:shortcode -->
[show_clinic_db table_id='1' row_id='623']
<!-- /wp:shortcode -->",,,あり
0,"しげた歯科・矯正歯科医院 ",https://shigeta-dent.com/,松原,,,"830,500",,,小児矯正,"390,500",Ⅱ期矯正,"500,500",,,,,常駐の矯正歯科医師が対応！患者に寄り添った治療方針,常駐の矯正歯科医師による安心の矯正治療,しげた歯科・矯正歯科医院には矯正歯科医師が常駐しているため、診察日が限定されることがなく通院しやすい環境です。日本矯正歯科学会認定医を有している歯科医師が、自身の矯正治療経験を活かして患者さんに寄り添った治療を提供します。,患者さんの希望を優先した治療,仕事があるために短期間で治療したい患者さんには、通院間隔を短くして早期に治療を終わらせることが可能です。費用を抑えたい患者さんには装置の種類の変更や部分的な矯正治療の提案、痛みがない治療を受けたい患者さんには鎮痛剤を使用し弱い力で治療をおこなう等、個別対応が可能です。,安心と信頼の設備・環境,受付では自動検温器を使用し体調を確認することで、安心して治療を受けることができます。診療室には歯科用CTや口腔内スキャナーといった最新の装置が設置されており、精度の高い診断が可能です。衛生管理にも力をいれており、滅菌装置や水をきれいに保つ装置等を導入しています。,,先生も助手さんも受付さんもみなさん親切で安心できます。歯もとても綺麗になっているので毎月楽しみに行ってます。,Googleマップ,https://g.co/kgs/9w8axd,いつも丁寧にやっていただいて、口内環境の改善が目に(口に⁈)見えて実感出来ています。,Googleマップ,https://g.co/kgs/n934ac,https://shigeta-dent.com/wordpress/wp-content/themes/shigetadc/img/clinic_img05.jpg,https://shigeta-dent.com/wordpress/wp-content/themes/shigetadc/img/clinic_img08.jpg,https://shigeta-dent.com/wordpress/wp-content/themes/shigetadc/img/clinic_img06.jpg,https://shigeta-dent.com/wordpress/wp-content/themes/shigetadc/img/mainPhoto03.jpg,https://shigeta-dent.com/wordpress/wp-content/themes/shigetadc/img/staff_img01.jpg,重田奈都子,虫歯や歯周病にならないためには、治療と病気の原因となった生活習慣を改善する事が肝心です。そして、メインテナンスの長期継続が歯を守ります。ご自分の歯で食事を楽しみながら生活できるようにサポートしていきたいと思います。そして、高齢になられた方についてもお口の健康を維持するお手伝いを続けていきます。ご本人はもちろん身内の方でも、お困り事があればご相談下さい。,https://shigeta-dent.com/staff/,あり,不明,不明,不明,不明,不明,近鉄河内松原 徒歩3分,無料駐車場2台,9:00～13:00,15:00～19:00,●,●,●,●,●,●,－,－,●,●,●,★,－,－,－,－,★：14:00～17:00,ChIJIS_24hrZAGARLY7x6IoEqcQ,,,shigetashika-kyouseishikaiin,shigetanatsuko,"<!-- wp:shortcode -->
[show_clinic_db table_id='1' row_id='624']
<!-- /wp:shortcode -->",,,
0,いなだ歯科,https://inada-dental.com/,松原,"660,000～900,000",,"880,000",,,部分矯正,,MRC,"330,000～550,000",床矯正,"200,000～400,000",,,プライバシーに配慮した通いたくなる歯科医院！,治療に集中できる個室診療室,全ての診察室が個室または半個室になっているためリラックスして治療を受けることができ、治療中のプライバシーも守られます。治療を担当するスタッフも周りに気を取られることがないため集中して治療を行うことができます。,丁寧な検査や説明による質の高い治療,いなだ歯科では治療の説明や声掛けを徹底しています。矯正治療前の精密検査では予約制で30～60分ほど、治療説明では30～45分ほどの時間を設けて、患者さんの疑問点や要望を確認しながらじっくりと進めています。不安が残らないように、患者さんが十分に納得してから治療を開始します。,通いたくなる充実の設備,バリアフリーでキッズルームも完備しているため、障がいのある方やお子さま連れの患者さんも通いやすいです。診療室ではモニターでのアニメーションを用いた治療説明が可能なので、治療前後のイメージが湧きやすいです。,,治療への説明も先生、スタッフともとても丁寧ですので、気になることやわからないことも何でも気軽に聞くことができます。,Googleマップ,https://g.co/kgs/Wavu47,院長はスタッフと共に力をあわせて診療をしています。スタッフの皆さんが笑顔で診療しています。,Googleマップ,https://g.co/kgs/2Mquk7,https://inada-dental.com/media/001/202209/gaikan.jpg,https://inada-dental.com/media/001/202206/mode3_w840-concept1.jpg,https://inada-dental.com/media/001/202204/mode3_w600-NYNY1590.jpg,https://inada-dental.com/media/001/202204/mode3_w600-2016_06_09_a120.jpg,https://inada-dental.com/media/001/202203/mode3_w400-%E9%99%A2%E9%95%B7%E2%80%BB%E6%97%A7%E3%83%86%E3%82%99%E3%83%BC%E3%82%BF.jpg,稲田展久,いなだ歯科に安心して通っていただけるように、日々勉強し取り組んでおります。わからない事や不安な事があれば、ご相談ください。,https://inada-dental.com/staff/,あり,不明,不明,不明,不明,不明,河内松原駅 徒歩18分,無料駐車場8台,8:30～13:00,14:00～15:30,●,●,●,●,●,●,●,●,●,●,●,●,－,－,－,－,,ChIJFXG9Ez3ZAGARpxAZKNCTS3g,,,inadashika,inedanobuhisa,"<!-- wp:shortcode -->
[show_clinic_db table_id='1' row_id='625']
<!-- /wp:shortcode -->",,,
1,とも歯科クリニック,https://tomo-dc.info/,松原,"550,000","880,000","660,000",,,小児矯正,"330,000",アンカースクリュー,"22,000",部分矯正,"165,000",,,駅近！「対応が丁寧すぎる」と評判高い歯医者,専用の機械で痛みに弱い方も安心な無痛治療,恐怖心の強いお子様だけでなく、大人の方も歯の治療「嫌だな」と思われる方が多いです。患者様に安心して治療に専念できるように麻酔の注射も専門の機械を使用して、少しでも痛みの少ない治療を心掛けられています。歯医者に苦手意識のある方はぜひお気軽に相談してみてください。,カウンセリングで一人ひとりにあった治療を提供,患者様のお口の状況に合わせた治療内容のわかりやすい説明があります。治療の進め方や費用についても事前に話してからの治療になりますので、相談しながら進めることが可能です。治療後もホームケアのアドバイスも行っているので、一緒に健康な歯を目指せます。,予約しやすく通いやすいクリニックで歯を健康に,河内天美駅より徒歩1分の駅近にあり提携駐車場もある為、極めてアクセスが良いので通いやすいです。予約は、電話とHPから可能で24時間いつでも行えます。患者様に合ったお時間で予約できるので、お仕事や家事が忙しい方にも安心です。,,治療がとても丁寧。こちらの希望を聞いた上で治療を進めてくれる。,Googleマップ,https://g.co/kgs/iK9Sk4,先生もスタッフの方々も、とても親切で気に入っています。院内は、清潔で、安心して治療が受けられます。,Googleマップ,https://g.co/kgs/WVReEg,https://tomo-dc.info/wp/wp-content/themes/original/images/tour_03.jpg,https://tomo-dc.info/wp/wp-content/themes/original/images/tour_05.jpg,https://tomo-dc.info/wp/wp-content/themes/original/images/tour_07.jpg,https://tomo-dc.info/wp/wp-content/themes/original/images/tour_02.jpg,https://tomo-dc.info/wp/wp-content/themes/original/images/doctor.JPG,久保知一,とも歯科クリニックは地域に根ざした診療所を目指しております。そのために私達は、どんな事でも相談できる、親しみやすい医院作りを何よりも大切にしております。また、最近お口の健康が全身の健康に大きく影響する事が分かってきました。私達は歯科治療を通じて、健康で豊かな人生を送っていただくお手伝いができればと考えています。お口や歯に関するお悩み、ご不安などがございましたら、どんな事でもぜひお気軽にご相談ください。,https://tomo-dc.info/staff/,あり,不明,不明,不明,不明,不明,河内天美駅 徒歩1分,有料駐車場,9:00～13:00,15:00～20:00,●,●,●,●,●,－,●,●,●,●,●,－,－,－,－,－,,ChIJL5fUkejZAGARFc0BSf5NLqU,該当する医院が出てきません,,tomo-shika-clinic,kubotomoichi,"<!-- wp:shortcode -->
[show_clinic_db table_id='1' row_id='626']
<!-- /wp:shortcode -->",,,
1,すが歯科医院,https://suga-dental.jp/,松原,"825,000",,,,,小児矯正,"495,000",Ⅱ期矯正,"330,000",,,,,歯周病と徹底的にたたかう歯医者,歯周病治療の圧倒的な実績,歯周病の博士号を取得した医師が在籍しており、歯科衛生士とのチーム医療で歯周病治療にあたっています。フラップ手術と呼ばれる外科処置やリグロスという薬品を用いた歯周組織再生法など、様々なアプローチ法が用意されています。,一人につき20分の診療時間が確保されている,この医院では、同一時間に複数の患者を診療することがないようにしています。一人につき20分の診察時間が確保されるので、医師と密なコミュニケーションをとることができ、自身の歯についてじっくりと相談できます。,矯正歯科治療にも力を入れている,子どもの矯正治療にはオーバーレイという歯への負担が軽減される方法を用います。また、大人の矯正治療にはブラケットワイヤーを使用しますが、4番目の歯は抜かずに残すなど、歯全体の機能を考慮した治療を受けることができます。,,先生は気さくで親切なお人柄です、受け付けの方も温かい対応です。,エキテン,https://www.ekiten.jp/shop_624060/,中の雰囲気も清潔感があります。河内天美駅から徒歩約2分なので行きやすいです。,エキテン,https://www.ekiten.jp/shop_624060/,https://suga-dental.jp/wp-content/uploads/2019/03/ab10.jpg,https://suga-dental.jp/wp-content/uploads/2019/03/ab2.jpg,https://suga-dental.jp/wp-content/uploads/2019/03/ab13.jpg,https://suga-dental.jp/wp-content/uploads/2019/03/a5.jpg,https://suga-dental.jp/wp-content/uploads/2019/03/d1.jpg,菅人志,治療において大事にしていることは、「患者様と良好な人間関係」を築くことです。そのため、当医院では一人の患者様に対して20分の診療枠を確保し、基本的には並行して他の患者様の治療を行わないように心がけています。（急患等、例外的に並行して治療する場合もあります。ご了承ください。）歯医者に来ると、先生に聞きたくてもなかなか聞けないことがあるものです。そのような患者様がなかなか言い出せない疑問や不安を、診療内でくみ取るようにしています。そうすることで、単に悪い箇所を治療して終わりではなく、「歯科医師として信頼してもらえる関係を持ちたい」という願いで治療にあたっています。,https://suga-dental.jp/dentist/,あり,不明,不明,不明,不明,不明,河内天美駅 徒歩2分,なし,9:00～13:30,15:00～19:30,●,●,●,●,●,●,－,●,●,●,●,－,－,－,－,－,,ChIJS07f2lHZAGARzNTS8QIlcng,,,sugashikaiin,kanhitoshi,"<!-- wp:shortcode -->
[show_clinic_db table_id='1' row_id='627']
<!-- /wp:shortcode -->",,,
1,清誠歯科 松原院,https://kiyosei.com/access/matsubara/,松原,"770,000","1,100,000","880,000",,,床矯正,"220,000",小児矯正インビザライン・ファースト,"440,000",,,,,審美歯科・インプラント・矯正歯科・ホワイトニングに自信あり,総合歯科としての豊富な診療内容,審美歯科・インプラント・矯正歯科・ホワイトニング・虫歯治療・歯周病治療・小児歯科・マタニティ・予防歯科・クリーニング・親知らずの抜歯など、豊富な治療内容を取りそろえている総合歯科です。訪問歯科診療にも対応しています。,美容処置を受けることも可能,歯科で行える最新のアンチエイジング美容である、歯科専用ヒアルロン酸を導入することができます。注射針を使用しない治療方法が採用されており、口まわりのしわやほうれい線のケアができます。また、高濃度のビタミンCを点滴することも可能です。,平日20時30分まで診療、土日診療あり,平日（水曜日は14時30分まで）は20時30分まで、土曜日は19時、日曜日は14時まで診療を受けつけているので、仕事が忙しい人でも通院がしやすくなっています。また、カナートモール松原の中にあるため、車での通院が可能です。,,歯科衛生士さん、ドクターともに親切で丁寧に説明してくれます。,EPARK歯科,https://haisha-yoyaku.jp/bun2sdental/detail/index/id/2734801596/tab/7/,立地がよく、とてもきれいな歯医者さんです。対応が丁寧でしっかり診てもらえるので、安心して利用しています。,EPARK歯科,https://haisha-yoyaku.jp/bun2sdental/detail/index/id/2734801596/tab/7/,https://haisha-yoyaku.jp/images/material/x9144082_22.jpg,https://haisha-yoyaku.jp/images/material/x9144082_24.jpg,https://kiyosei.com/images/top/bg_love2.jpg,https://kiyosei.com/images/implant/img_implant_tokucho02.jpg,https://kiyosei.com/images/top/img_kiyosei.jpg,林清誠,清誠歯科は患者様の歯の健康を追求することを第一に、最高の治療環境を提供することにこだわっています。例えば、治療にあたって医師それぞれの専門知識を活かした治療方針カンファレンスを行い治療の質を高めています。そして、各種セミナーや学会の参加によって常に最新の技術習得に努める努力を続けています。また、歯科衛生士・助手においても、定期的に勉強会を開催するなど、医療サービスの向上に努めております。また、駐車場を設けて、お車でご来院される患者様へも配慮させていただいたり、診療時間を日曜日や平日の20時半まで伸ばしたりというように、通院しやすい環境を整えることで、最後まで治療していただけるようにしています。,https://kiyosei.com/staff/,あり,あり,あり,不明,不明,不明,針中野駅 徒歩8分、駒川中野駅 徒歩10分,無料駐車場20台,9:30～13:00,15:00～20:30,●,●,●,●,－,－,●,●,●,●,●,★,※,－,－,－,★：14:00～19:00、※：9:30～14:00,ChIJc5TUaVbZAGARl0UrWbAdBUM,,,kiyoshimakotoshika-matsubarain,hayashikiyoshimakoto,"<!-- wp:shortcode -->
[show_clinic_db table_id='1' row_id='628']
<!-- /wp:shortcode -->",,,
0,医療法人 宇野歯科医院,https://www.uno-dental.net/,松原,,,,,,,,,,,,,,「患者が決めた！良い病院ランキング（近畿地区）」4位！,かかりつけの歯科医院として30年,松原市のかかりつけ歯科医院として開業30年の実績があります。「自分の歯で食べてもらう」を基本理念としている医院で、できうるかぎり保険が適用される治療法が提案されます。数多くの難症例にも対応してきた実績があります。,先進的な医療設備が充実,パノラマX線装置や歯科用CT、滅菌器やワイヤレス口腔内カメラなど、先進的な医療設備が充実しているため、安心して治療を受けることができます。また、診療室はアットホームな雰囲気であり、医師や衛生士と密にコミュニケーションをとることが可能です。,電車でのアクセス良好、車も可,近鉄南大阪線「河内松原駅」下車徒歩10分・近鉄南大阪線「河内松原駅」下車バスにて5分（新堂住宅前バス停下車すぐ）の好立地です。また、専用駐車場（8台）が医院の向かいにあります。公式ホームページに電車・車でのアクセスの仕方が画像付きで載っています。,,とても柔らかい感じの雰囲気のある先生がいらっしゃる歯医者さんです。,EPARK歯科,https://haisha-yoyaku.jp/bun2sdental/detail/index/id/2734800838/tab/7/,長年の経験から患者に沿った治療やアドバイスをいただけるので信頼しています。,Googleマップ,https://g.co/kgs/6Gm1KA,https://www.uno-dental.net/wp/wp-content/themes/uno-dental/images/top/tokutyo03.png?220221,https://www.uno-dental.net/wp/wp-content/themes/uno-dental/images/facility/photo08.jpg,https://www.uno-dental.net/wp/wp-content/themes/uno-dental/images/top/tokutyo01.png?220221,https://www.uno-dental.net/wp/wp-content/themes/uno-dental/images/facility/photo01.jpg,https://www.uno-dental.net/wp/wp-content/themes/uno-dental/images/staff/doctor03.jpg,大貫智崇,令和4年3月より院長に就任しました。歯科医院は“痛い”“怖い”イメージになりがちですが、先代の院長のモットーである“明るく楽しい雰囲気の歯科医院”を継承してマスクの下は笑顔を心がけています笑家では男の子３人（うち２人は双子です！）のお父さんをしています。小さなお子様からご高齢の方まで寄り添って治療するよう心掛けています。手術時の静脈内鎮静法や心臓病や不整脈をお持ちの方の歯科治療時の全身管理も行っています。どんな些細な事でもお困りのことがあればご遠慮なくご相談ください。,https://www.uno-dental.net/staff/,あり,不明,不明,不明,不明,不明,河内松原駅 徒歩10分,無料駐車場8台,9:00～12:00,14:00～18:00,●,●,●,●,●,●,－,－,●,●,●,－,－,－,－,－,,ChIJgbAkXgfZAGAR6mdDtPTcFxk,,,iryouhounin-unoshikaiin,oonukisatorusuu,"<!-- wp:shortcode -->
[show_clinic_db table_id='1' row_id='629']
<!-- /wp:shortcode -->",,,
1,ふじい歯科クリニック,https://www.fujiishika-cl.com/,松原,,,,,,,,,,,,,,矯正専門医・インプラント専門医・口腔外科医とのチーム医療,口についてのあらゆる相談ができる,一般歯科・矯正歯科・小児歯科・審美歯科・歯周病治療・予防歯科など、様々な歯のトラブルに対応できる医院です。難症例の場合、矯正専門医・インプラント専門医の紹介を受けることもできます。本来の歯をいかし、できるだけ歯を抜かずに治療する方法を探りたい人にはオススメです。,配慮の行き届いた院内設備,診療室は患者のプライバシーに配慮された設計になっており、リラックスして治療を受けることができます。診療台も、長時間座っても負担の少ないものになっています。また、待合室はゆったりとした雰囲気となっています。,駅近の好立地、駐車場完備,近鉄南大阪線河内松原駅より徒歩3分の場所にあり、駐車場も完備されています（7台）。キッズスペースが院内に設けられており、さらに診療中でも子どもの様子を確認できるようになっているため、子ども連れでも通院しやすい歯医者です。,,先生はいつも丁寧な口調で優しく、常に痛みの有無を確認しながら診療してくれます。,EPARK歯科,https://haisha-yoyaku.jp/bun2sdental/detail/index/id/2734801554/tab/7/,特に、治療中の痛みに関してはとても気を配ってくださり、ちょっとでも痛みがあるようならば、痛くない方法を考えて施術していただけます。,エキテン,https://www.ekiten.jp/shop_6044533/,https://www.fujiishika-cl.com/img/facilities/pht02n.jpg,https://www.fujiishika-cl.com/img/facilities/pht03n.jpg,https://www.fujiishika-cl.com/img/facilities/pht04_02.jpg,https://www.fujiishika-cl.com/img/facilities/pht06n.jpg,https://www.fujiishika-cl.com/img/staff/doctorn.jpg,藤井敏宏,「親子3世代にわたってお世話になった地域のみなさまにご恩返しがしたい」大阪府松原市に『ふじい歯科クリニック』を開院してからはや10年が経ちました。地域のみなさま、スタッフと共に、学び・支え合って成長してゆくことができ感謝の思いでいっぱいです。私は患者さまと共にあるために、歯科医として次のことをお約束します。・医師・スタッフともに患者さまのお話をしっかりとお伺いし、できるだけご希望に沿った治療をします。・生涯ご自身の歯でお食事ができるよう、患者さまの大切な歯をできるだけ残してゆく治療をします。・矯正専門医・口腔外科専門医・インプラント専門医と連携し、お口のどんなお困りごとでも患者さまとともに解決してゆきます。・みなさまの健康のお役に立てるよう、常に技術を磨き精進して参ります。これからもどうぞよろしくお願いいたします。,https://www.fujiishika-cl.com/staff.html,あり,不明,不明,不明,不明,不明,河内松原駅 徒歩3分,無料駐車場7台,9:00～13:00,15:00～18:00,●,★,●,●,－,－,●,※,●,●,●,●,－,－,－,－,★：15:00～20:00の場合あり、※ 15:00～20:00の場合あり,ChIJxboQlRrZAGARU7N4svh576Y,,,fujii-shika-clinic,fujiitoshihiro,"<!-- wp:shortcode -->
[show_clinic_db table_id='1' row_id='630']
<!-- /wp:shortcode -->",,,
1,いけおか歯科医院,https://www.ikeoka.jp/,松原,,,,,,,,,,,,,,子どもからお年寄りまで、皆が安心して治療を受けられる医院,専用ソフトで診療内容を分かりやすく,この医院では、専門ソフト「DentalⅩ」を使ってイラスト入りの診断書を作成してもらえるため、治療方法を正確に理解することができます。また、インプラント治療といった馴染みの薄い治療に関してはアニメーションによる説明が導入されています。治療手順を一つ一つ理解できるので安心です。,できるかぎり負担の少ない治療を,無痛治療への取り組みがなされています。たとえば麻酔注射の際には極細の注射針を使用するなどの工夫がなされています。また、治療時の不安を取り除きリラックスした状態で治療が受けられるよう、笑気麻酔の用意もあります。,駅近の好立地、駐車場あり,近鉄河内松原駅から南へ徒歩約2分の好立地です。また、契約駐車場が２台分あります。その他、近商ストアゆめニティーまつばら立体駐車場も利用できます。有料ですが医院に駐車料金を負担してもらうことができます。,,スタッフの方も含めて、みなさん丁寧で、良い歯科医院だと思います。,Googleマップ,https://g.co/kgs/zBQKpi,院長はじめ、居られるスタッフの方達も丁寧で優しい対応をして下さる印象です。,Googleマップ,https://g.co/kgs/DymzDN,https://www.ikeoka.jp/wp/wp-content/uploads/2021/10/flow04-1024x683.jpg,https://www.ikeoka.jp/wp/wp-content/uploads/2021/11/gaikan01.jpg,https://www.ikeoka.jp/wp/wp-content/uploads/2021/12/uketuke01.jpg,https://www.ikeoka.jp/wp/wp-content/uploads/2021/10/flow05-1024x683.jpg,https://www.ikeoka.jp/wp/wp-content/uploads/2021/12/incho01-2.jpg,池岡岳,,https://www.ikeoka.jp/staff/,あり,不明,不明,不明,不明,不明,河内松原 徒歩2分,無料駐車場2台,8:30～12:00,14:00～18:00,●,●,●,●,－,－,●,●,●,●,★,－,－,－,－,－,★：8:30～13:00,ChIJf-qiZwTZAGARinjuE6ZiuGI,,,ikeokashikaiin,ikeokagaku,"<!-- wp:shortcode -->
[show_clinic_db table_id='1' row_id='631']
<!-- /wp:shortcode -->",,,
1,医療法人 櫻陽会 たなか歯科クリニック,https://www.dctanaka.com/,松原,"880,000",,,,,小児矯正,"220,000",,,,,,,地域密着型の通いやすいクリニック,丁寧なヒアリングとオリジナルメニューの提案,患者の望みと歯の機能面とのバランスを考慮したうえで、オリジナルの治療プランが提案されます。この症例だからとりあえずこの治療法が王道だ、というような画一的なものではなく、患者の希望に寄り添ったものになっています。,充実の医療設備で安心の治療を,CTやパノラマレントゲン、セファロ（顔の骨格を調べるレントゲン）、口腔内スキャナーやマイクロスコープなど、様々な医療設備が充実しています。先進的な機器による高度な治療を受けることができるので安心です。,好アクセス、女性スタッフのみ,近鉄南大阪線河内天美駅から徒歩7分のところに位置し、駐車場が2台あります。在籍しているのは女性スタッフのみなので、男性スタッフを敬遠しがちな子どもも通いやすい医院です。土日祝日のうち、診療を受けつけているのは土曜日の午前中のみなので、注意が必要です。,,先生も受付の方やスタッフさんも、皆さん優しいし、丁寧に治療説明してくれて、有り難いです,Googleマップ,https://g.co/kgs/BtvLM6,受付スタッフ、衛生士さん、歯科医師みんなが明るく丁寧に接してくれて、気持ちよく安心して治療を受ける事が出来ました。,Googleマップ,https://g.co/kgs/K4o7g4,https://www.dctanaka.com/wp-content/uploads/clinic_img04.jpg,https://www.dctanaka.com/wp-content/uploads/clinic_img11.jpg,https://www.dctanaka.com/wp-content/uploads/panorama.jpg,https://www.dctanaka.com/wp-content/uploads/top_img01.png,https://www.dctanaka.com/wp-content/uploads/clinic_img06.jpg,田中麻紀,歯科医であった両親の背中を見て、小さいときからなんとなく興味はあった「歯医者さん」。開業医であった父を頼って通院し、笑顔で帰って行く患者様の姿を見ているうち、その興味がいつしか決意となり、歯科医の道に進みました。当クリニックを開業したのが2009年ですが、当時高校生だった患者様が、家庭を築き、小さなお子様を連れてご来院されるようになりました。時の流れの早さを実感するとともに、「自分が受けた治療を子どもにも受けさせたい」と思っていただけたことに、感謝と喜びを感じます。歯科治療は、たとえば風邪や怪我と比べると、後回しにされがちです。確かに緊急性のないものもありますが、あと少し早く来てくれれば、というケースも多々見られます。お口は、食べ物が最初に通る器官です。そして噛むということは、食べ物の栄養を全身に届けるための機能です。胃腸への負担の軽減、脳への刺激の促進という意味もあります。健康は、お口から全身に広がると言っても過言ではありません。虫歯や歯周病をはじめとするお口のトラブルの解消、そしてさらなるご満足のための審美的治療を、当クリニックにご相談くださいましたら幸いです。スタッフは女性のみです。お子様も安心して通える体制を整えております。皆様のご来院を、お待ちしております。,https://www.dctanaka.com/clinic/#greeting,あり,不明,不明,不明,不明,不明,河内天美駅 徒歩10分,なし,9:00～12:30,15:00～19:00,●,●,●,●,●,●,－,－,●,●,●,－,－,－,－,－,,ChIJ9xitYkbZAGARv49Ecfn3VY0,,,iryouhounin-ouyoukai-tanaka-shika-clinic,tanakamaki,"<!-- wp:shortcode -->
[show_clinic_db table_id='1' row_id='632']
<!-- /wp:shortcode -->",,,
